FIGHTER,HEIGHT,WEIGHT,REACH,STANCE,DOB,URL
Daiki Hata,"5' 6""",139 lbs.,,Orthodox,"Aug 24, 1982",http://ufcstats.com/fighter-details/c76ceda100ac0fad
Justin Hawes,"5' 11""",205 lbs.,,,"Jan 13, 1979",http://ufcstats.com/fighter-details/5c7fc58e782b6842
Chris Hawk,"6' 1""",205 lbs.,,,,http://ufcstats.com/fighter-details/9460c867aae1987e
Del Hawkins,"5' 5""",135 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/885e7f70dcac0007
Tommy Hayden,"5' 9""",145 lbs.,,Southpaw,"Mar 11, 1986",http://ufcstats.com/fighter-details/0871254cd790c250
Mike Hayes,"6' 4""",230 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/0cfbbfa0ba6d9855
Ryan Hayes,,,,,,http://ufcstats.com/fighter-details/a620638435de0628
Gerric Hayes,"5' 10""",,,,,http://ufcstats.com/fighter-details/7d6a3546c988cdc0
Josh Haynes,"5' 9""",170 lbs.,,Orthodox,"Jul 30, 1977",http://ufcstats.com/fighter-details/6ef58dabef8beb15
Ryan Healy,"6' 1""",155 lbs.,,Orthodox,"Jul 20, 1983",http://ufcstats.com/fighter-details/f3eb664db7fb1df3
Spencer Hearns,"5' 11""",185 lbs.,,,,http://ufcstats.com/fighter-details/d85cf12439945941
Chris Heatherly,"5' 9""",155 lbs.,,Orthodox,"Nov 24, 1987",http://ufcstats.com/fighter-details/bad8be5827ea1bf1
Delson Heleno,"5' 11""",185 lbs.,,Orthodox,"Nov 16, 1977",http://ufcstats.com/fighter-details/970beed85bc46b63
Matt Helm,,155 lbs.,,,,http://ufcstats.com/fighter-details/cacfd51b8e97ace0
Elisha Helsper,"5' 6""",135 lbs.,,Orthodox,"Feb 06, 1983",http://ufcstats.com/fighter-details/0971be7d94e109e1
Ron Henderson,"5' 10""",125 lbs.,,,,http://ufcstats.com/fighter-details/498f0d066396ec59
Josh Hendricks,"6' 2""",235 lbs.,,Southpaw,"Aug 28, 1976",http://ufcstats.com/fighter-details/7649c4c95b824488
Cory Hendricks,"6' 3""",205 lbs.,,Switch,"May 10, 1988",http://ufcstats.com/fighter-details/9ab9912e0f8fa6d6
Diego Henrique da Silva,"6' 2""",185 lbs.,,Orthodox,"Aug 22, 1986",http://ufcstats.com/fighter-details/1649770c649db6a5
TJ Hepburn,"5' 7""",155 lbs.,,,,http://ufcstats.com/fighter-details/e1acbb6352ca3551
Noe Hernandez,,,,Orthodox,,http://ufcstats.com/fighter-details/df2cf66d8c0123db
Joe Hernandez,,,,,,http://ufcstats.com/fighter-details/4a76daef28549957
Ramiro Hernandez,"5' 9""",135 lbs.,,Orthodox,"Jul 22, 1986",http://ufcstats.com/fighter-details/915c8d39d4a0e7d1
Paul Herrera,"5' 10""",185 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/440c9dbab63528fb
Chris Herrera,"5' 10""",185 lbs.,,,,http://ufcstats.com/fighter-details/f71028a6e5128856
Jon Hess,"6' 7""",295 lbs.,,,,http://ufcstats.com/fighter-details/32a3025d5db456ae
Brandon Hester,"6' 1""",205 lbs.,,,,http://ufcstats.com/fighter-details/13150cf89a5b81e0
Conor Heun,"5' 10""",155 lbs.,,Orthodox,"Feb 11, 1979",http://ufcstats.com/fighter-details/fdb02029556ff4ed
Lee Higgins,,155 lbs.,,,"Jul 14, 1980",http://ufcstats.com/fighter-details/88432fe79d5091d9
Richie Hightower,"5' 8""",170 lbs.,,Orthodox,"Nov 26, 1974",http://ufcstats.com/fighter-details/318e629d1eb7aa49
Alex Higley,"5' 10""",145 lbs.,,,,http://ufcstats.com/fighter-details/2af2d675f7d847e3
Isaiah Hill,"5' 10""",155 lbs.,,,,http://ufcstats.com/fighter-details/86b30a86664cb6e4
Tyler Hill,"6' 3""",170 lbs.,,Switch,"Aug 10, 1991",http://ufcstats.com/fighter-details/006efbb0c1621fd7
Branden Lee Hinkle,"6' 3""",235 lbs.,,Orthodox,"Jul 29, 1973",http://ufcstats.com/fighter-details/06f0ffa6446c5b6d
Alan Hiro,"5' 5""",135 lbs.,,Orthodox,"Apr 04, 1986",http://ufcstats.com/fighter-details/483b3170b3c05cf0
Yuji Hisamatsu,"5' 10""",185 lbs.,,,"Sep 18, 1971",http://ufcstats.com/fighter-details/8332a607df696345
Kwan Ho Kwak,"5' 5""",135 lbs.,,Switch,"Jun 18, 1989",http://ufcstats.com/fighter-details/c13042265355a290
Bobby Hoffman,"6' 2""",245 lbs.,,Orthodox,"Oct 28, 1968",http://ufcstats.com/fighter-details/afaad7d6a581e307
Sam Hoger,"6' 2""",205 lbs.,,Orthodox,"Jun 28, 1980",http://ufcstats.com/fighter-details/84a067c46306a737
Sean Holden,"5' 10""",170 lbs.,,,"Sep 17, 1984",http://ufcstats.com/fighter-details/acbb9c76f5894e36
Chris Holdsworth,"5' 11""",135 lbs.,,,"Oct 24, 1987",http://ufcstats.com/fighter-details/fc60ecf0671b9489
Roger Hollett,"5' 11""",205 lbs.,,Orthodox,"Oct 08, 1978",http://ufcstats.com/fighter-details/27d65e9d0fba61ea
Gabrielle Holloway,"5' 3""",145 lbs.,,,"Apr 15, 1990",http://ufcstats.com/fighter-details/e30715382f42b772
Jeremie Holloway,"6' 0""",170 lbs.,,,"Sep 29, 1984",http://ufcstats.com/fighter-details/ee28aa7f1043756c
Rex Holman,"6' 3""",205 lbs.,,Southpaw,,http://ufcstats.com/fighter-details/b5ea750025697880
Ben Holscher,"5' 11""",155 lbs.,,,,http://ufcstats.com/fighter-details/6070f16bcfd89fcf
Mark Holst,"6' 0""",155 lbs.,,Orthodox,"Aug 14, 1985",http://ufcstats.com/fighter-details/c11f50e9c1513ce9
Chris Honeycutt,"5' 10""",170 lbs.,"73""",,"Jul 25, 1988",http://ufcstats.com/fighter-details/4d2e3320d815f687
Satoshi Honma,"6' 1""",205 lbs.,,Orthodox,"May 19, 1968",http://ufcstats.com/fighter-details/d2b1c1317a39f6c6
David Hood,"6' 0""",200 lbs.,,,,http://ufcstats.com/fighter-details/5af480a3b2e1726b
Moti Horenstein,"6' 4""",230 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/baf942f4bcb09894
Matt Horning,"5' 4""",125 lbs.,,,,http://ufcstats.com/fighter-details/21632ba272c0785a
Matt Horwich,"6' 1""",185 lbs.,,Orthodox,"Oct 02, 1978",http://ufcstats.com/fighter-details/049d698d773eb3e1
John Hosman,"5' 10""",135 lbs.,,Southpaw,"Nov 13, 1980",http://ufcstats.com/fighter-details/57591bbf1623574e
Saeed Hosseini,,,,,,http://ufcstats.com/fighter-details/21f2974fd08085e3
Trey Houston,"5' 11""",185 lbs.,,,,http://ufcstats.com/fighter-details/c6668eeb261588d3
Jamie Houston,,185 lbs.,,,,http://ufcstats.com/fighter-details/4b1896310a907656
Brian Houston,"6' 2""",185 lbs.,,Orthodox,"Apr 26, 1981",http://ufcstats.com/fighter-details/36fbaa49a09ff997
Harold Howard,"6' 2""",240 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/a2b06ca02bca14c0
Shane Howell,"5' 8""",125 lbs.,,Orthodox,"Nov 28, 1983",http://ufcstats.com/fighter-details/a7de976620f2ed13
Yuele Huang,,145 lbs.,,,"Jul 04, 2000",http://ufcstats.com/fighter-details/1c8b9f4d89b92e1b
Alex Huddleston,"6' 7""",254 lbs.,,,"Aug 11, 1986",http://ufcstats.com/fighter-details/8b9197746bd3e005
Casey Huffman,"6' 3""",185 lbs.,,,,http://ufcstats.com/fighter-details/737d93a42b8c2e94
Mark Hughes,"5' 9""",205 lbs.,,Southpaw,"Oct 13, 1973",http://ufcstats.com/fighter-details/d62bb4d84a7267ba
David Hulett,"5' 10""",170 lbs.,,,"Sep 07, 1980",http://ufcstats.com/fighter-details/b0718335e9868cfd
Dominik Humburger,,185 lbs.,,,"Jan 03, 1996",http://ufcstats.com/fighter-details/e4cbc82c36e47299
Bryan Humes,,265 lbs.,,,,http://ufcstats.com/fighter-details/b9c75e7fc910f587
Abongo Humphrey,"5' 11""",205 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/cb1b4d237b0079e6
Alex Hunter,"5' 9""",226 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/baa5358456803df8
Adam Hunter,"6' 1""",185 lbs.,,Orthodox,"Oct 16, 1983",http://ufcstats.com/fighter-details/edc9eb3051f444fa
Joe Hurley,"5' 8""",155 lbs.,,,"Jun 24, 1978",http://ufcstats.com/fighter-details/21b54430c8eeb9cc
Solomon Hutcherson,"5' 11""",185 lbs.,,Southpaw,"Aug 31, 1972",http://ufcstats.com/fighter-details/155bfc7ed36622df
Young Hwang,"5' 9""",135 lbs.,,,"Sep 02, 1988",http://ufcstats.com/fighter-details/8588d14c4952b9fa
Minoki Ichihara,"5' 7""",178 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/4565d435005319c0
Valeri Ignatov,"5' 9""",170 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/7b6ce3a9460565b5
Sergey Ignatov,"5' 9""",210 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/df9e9c1f65805d29
Fabiano Iha,"5' 8""",155 lbs.,,Orthodox,"Jul 28, 1970",http://ufcstats.com/fighter-details/263ebd4a669e1e98
Seichi Ikemoto,"5' 11""",168 lbs.,,Orthodox,"Aug 24, 1975",http://ufcstats.com/fighter-details/81f38d1640c4e70d
Mikhail Iloukhine,"5' 9""",205 lbs.,,Orthodox,"Nov 21, 1966",http://ufcstats.com/fighter-details/b71667c778b6d9e5
Yusuke Imamura,"5' 8""",220 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/2ce6541127b0e232
Masakazu Imanari,"5' 4""",139 lbs.,,Southpaw,"Feb 10, 1976",http://ufcstats.com/fighter-details/a4dd5c9a75763295
Brad Imes,"6' 7""",265 lbs.,,Orthodox,"Mar 13, 1977",http://ufcstats.com/fighter-details/4908c5ee68a50ee5
Chris Indich,"5' 10""",170 lbs.,,,"Apr 22, 1987",http://ufcstats.com/fighter-details/d5b7fac960e58920
Chris Inman,,,,,,http://ufcstats.com/fighter-details/f0a381ba65d2a933
Guto Inocente,"6' 3""",205 lbs.,,Orthodox,"May 29, 1986",http://ufcstats.com/fighter-details/e7fe5315b1efeb92
Enson Inoue,"5' 10""",210 lbs.,,Orthodox,"Apr 15, 1967",http://ufcstats.com/fighter-details/0cf935519d439ba6
Egan Inoue,"5' 9""",190 lbs.,,Southpaw,"Jul 04, 1965",http://ufcstats.com/fighter-details/37a6c95201592fea
Katsuya Inoue,"5' 9""",168 lbs.,,Southpaw,"Aug 10, 1979",http://ufcstats.com/fighter-details/b5882371e2a3900d
Takeshi Inoue,"5' 8""",145 lbs.,,,"Mar 18, 1980",http://ufcstats.com/fighter-details/a61a0cd2829e5d4e
Jorge Interiano,"6' 1""",205 lbs.,,,,http://ufcstats.com/fighter-details/1e75e6c9de99fa76
Jason Ireland,"5' 9""",161 lbs.,,Southpaw,"Dec 30, 1979",http://ufcstats.com/fighter-details/05a0556072931f01
Eric Irvin,"5' 8""",155 lbs.,,,"Jan 10, 1986",http://ufcstats.com/fighter-details/a47c2a6e24757932
Mitsuhiro Ishida,"5' 6""",154 lbs.,,Southpaw,"Dec 29, 1978",http://ufcstats.com/fighter-details/82f5c81f4e3c3eb5
Satoshi Ishii,"5' 11""",240 lbs.,,Orthodox,"Dec 19, 1986",http://ufcstats.com/fighter-details/c8a49ff2acb6f3c5
Yuki Ishikawa,"5' 11""",205 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/119ebea97e914dcf
Eiji Ishikawa,"5' 10""",170 lbs.,,,"Oct 12, 1979",http://ufcstats.com/fighter-details/eb89dc31949a1427
Tokimitsu Ishizawa,"6' 0""",185 lbs.,,Orthodox,"Aug 05, 1968",http://ufcstats.com/fighter-details/f3155a94ca420126
Wallid Ismail,"5' 7""",205 lbs.,,Orthodox,"Feb 23, 1968",http://ufcstats.com/fighter-details/da6dfd09cca1d705
Tomomi Iwama,"5' 3""",155 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/ac5f67109accb482
Tatsuya Iwasaki,"5' 9""",205 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/243b07fc65ccbb16
Saygid Izagakhmaev,,170 lbs.,,,"Sep 03, 1994",http://ufcstats.com/fighter-details/de26d906f2874dd4
Yoislandy Izquierdo,"5' 11""",155 lbs.,,Southpaw,"Jan 09, 1984",http://ufcstats.com/fighter-details/afc2a7ce0c763bd5
Hiroshi Izumi,,205 lbs.,,Orthodox,"Jun 22, 1982",http://ufcstats.com/fighter-details/53e4e21f4c688801
Kevin Jackson,"5' 10""",199 lbs.,,Switch,,http://ufcstats.com/fighter-details/13b2f59210dda9cc
Eugene Jackson,"5' 8""",185 lbs.,,Orthodox,"Sep 23, 1966",http://ufcstats.com/fighter-details/ce783bf73b5131f9
Jeremy Jackson,"5' 10""",170 lbs.,,Orthodox,"Sep 19, 1982",http://ufcstats.com/fighter-details/ad32471f01e7b1a5
Kenyon Jackson,"6' 0""",185 lbs.,,,,http://ufcstats.com/fighter-details/56c5132870a526d5
Eric Jacob,,155 lbs.,,,,http://ufcstats.com/fighter-details/ba17afef01ed78b6
Justin James,"5' 10""",155 lbs.,,Orthodox,"Nov 08, 1976",http://ufcstats.com/fighter-details/1ea8df62b3f8fea6
Nate James,"6' 0""",185 lbs.,,,"May 29, 1978",http://ufcstats.com/fighter-details/a34fecf2f4e5a317
Josh Janousek,"5' 11""",185 lbs.,,Orthodox,"Sep 25, 1980",http://ufcstats.com/fighter-details/8f7380fb0916dc77
Jaime Jara,"6' 1""",205 lbs.,,Southpaw,"Aug 02, 1969",http://ufcstats.com/fighter-details/805ad1801eb26abb
Gigo Jara,"5' 9""",145 lbs.,,,,http://ufcstats.com/fighter-details/99d5cf1eda8b25c1
Brock Jardine,"5' 11""",170 lbs.,,Orthodox,"Jul 10, 1985",http://ufcstats.com/fighter-details/64959f90b6dd9759
Josh Jarvis,,,,,,http://ufcstats.com/fighter-details/32e8e0e8498f03c2
Louis Jauregui,"5' 7""",170 lbs.,,,,http://ufcstats.com/fighter-details/0e8744ded08ee5fb
Trent Jenkins,"6' 2""",185 lbs.,,,,http://ufcstats.com/fighter-details/02fc8f50f56eb307
Bubba Jenkins,"5' 7""",145 lbs.,,,"Feb 05, 1988",http://ufcstats.com/fighter-details/5e841bb3752b6e86
Adrienna Jenkins,"5' 8""",145 lbs.,,,"Jul 22, 1981",http://ufcstats.com/fighter-details/dae85a6a83f53215
Steve Jennum,"5' 10""",215 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/ad047e3073a775f3
Kyle Jensen,"5' 9""",170 lbs.,,Orthodox,"Jul 20, 1979",http://ufcstats.com/fighter-details/aec273fcb765330d
Chan-Mi Jeon,"5' 5""",115 lbs.,,Orthodox,"Aug 28, 1997",http://ufcstats.com/fighter-details/24174a3f44ce8e03
Maciej Jewtuszko,"6' 0""",155 lbs.,,Southpaw,"Jan 31, 1981",http://ufcstats.com/fighter-details/6b5b9be990774f0e
Ronald Jhun,"5' 11""",170 lbs.,,Orthodox,"Sep 21, 1970",http://ufcstats.com/fighter-details/b9e871af730f826c
Gilbert Jimenez,,155 lbs.,,,,http://ufcstats.com/fighter-details/59d36ddfcb27b7dc
Art Jimmerson,"6' 1""",196 lbs.,,Orthodox,"Aug 04, 1963",http://ufcstats.com/fighter-details/a5c53b3ddb31cc7d
Phil Johns,"5' 2""",170 lbs.,,Southpaw,"Oct 22, 1968",http://ufcstats.com/fighter-details/a8fa0c4e95512806
Devin Johnson,,,,,,http://ufcstats.com/fighter-details/22f4b6cb6b1bd7fd
Travis Johnson,,205 lbs.,,,,http://ufcstats.com/fighter-details/443835675e8fc6ca
Ricky Johnson,"5' 8""",145 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/fa2fca260beeb9c0
Deshaun Johnson,,167 lbs.,,,,http://ufcstats.com/fighter-details/bf97ad31eae89429
Dashon Johnson,"5' 7""",145 lbs.,,Orthodox,"Jan 25, 1988",http://ufcstats.com/fighter-details/36207c58e854cae5
Tony Johnson,"6' 1""",265 lbs.,,,,http://ufcstats.com/fighter-details/a45bab49951a45cd
Brian Johnston,"6' 3""",230 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/1c3f5e85b59ec710
Paul Jones,"5' 9""",199 lbs.,,Orthodox,"Jun 16, 1963",http://ufcstats.com/fighter-details/f341f9551ba744e2
Nathan Jones,"6' 11""",345 lbs.,,Orthodox,"Aug 21, 1970",http://ufcstats.com/fighter-details/f54fb3b9c4228142
Marcus Jones,"6' 6""",265 lbs.,,Orthodox,"Aug 15, 1973",http://ufcstats.com/fighter-details/8fa2b06572365321
Carlton Jones,"6' 1""",225 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/f117c3e8c1aa7b9e
Jesse Jones,"5' 9""",170 lbs.,,,,http://ufcstats.com/fighter-details/bc0f994de0521926
Tito Jones,"5' 8""",145 lbs.,,Southpaw,"Jul 31, 1981",http://ufcstats.com/fighter-details/7b223a22a6c26868
Roy Jones,,205 lbs.,,,"Oct 26, 1983",http://ufcstats.com/fighter-details/be8dfcf0442812b1
Justin Jones,"5' 11""",185 lbs.,,Orthodox,"Sep 06, 1987",http://ufcstats.com/fighter-details/9b75954db8db2a08
Ben Jones,,185 lbs.,,,,http://ufcstats.com/fighter-details/329aff8e958a2997
Victor Jones,,145 lbs.,,,,http://ufcstats.com/fighter-details/04f0471f221db717
Chris Jones,"5' 9""",149 lbs.,,,"Nov 16, 1981",http://ufcstats.com/fighter-details/509319d35664369e
Roshaun Jones,"5' 8""",135 lbs.,,,,http://ufcstats.com/fighter-details/8a9f54b9056b07f5
Antonio Jones,"5' 11""",185 lbs.,,Orthodox,"Apr 12, 1985",http://ufcstats.com/fighter-details/f1fd494586ab8d5f
Craig Jones,,205 lbs.,,,"Jul 17, 1991",http://ufcstats.com/fighter-details/e947b563eb744a21
Kevin Jordan,"6' 3""",245 lbs.,,Orthodox,"Dec 31, 1970",http://ufcstats.com/fighter-details/02e52b3a595f0786
Joe Jordan,"5' 6""",155 lbs.,,Orthodox,"Jul 27, 1978",http://ufcstats.com/fighter-details/712c4db78b9373d1
Gareth Joseph,,205 lbs.,,,,http://ufcstats.com/fighter-details/8ecb9f42da5ef5ac
Dwight Joseph,"5' 6""",135 lbs.,,Switch,"Aug 16, 1989",http://ufcstats.com/fighter-details/34ca93f1791a5c50
Jeff Joslin,"6' 0""",170 lbs.,,Orthodox,"Apr 30, 1975",http://ufcstats.com/fighter-details/388abbf8832b5adf
Mike Joy,"5' 6""",155 lbs.,,Southpaw,"Jul 18, 1985",http://ufcstats.com/fighter-details/35080a7f406f9ab3
Tony Juarez,,155 lbs.,,,,http://ufcstats.com/fighter-details/97f3692d5444a80a
Jesse Juarez,"6' 1""",170 lbs.,,Orthodox,"May 08, 1981",http://ufcstats.com/fighter-details/cd039ff136d89ded
Ernie Juarez,"5' 8""",145 lbs.,"70""",,"Jan 12, 1998",http://ufcstats.com/fighter-details/410898e8dd6ca9b6
Steve Judson,"5' 11""",230 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/6ece1d2ab1bed31d
Bu-Kyung Jung,"5' 7""",154 lbs.,,Orthodox,"May 26, 1978",http://ufcstats.com/fighter-details/b35d1650c78c2948
Young Sam Jung,"5' 8""",139 lbs.,,Orthodox,"Oct 27, 1985",http://ufcstats.com/fighter-details/13104eaed3ae96c3
Scott Junk,"6' 1""",265 lbs.,,Orthodox,"Dec 17, 1978",http://ufcstats.com/fighter-details/ac70a4f1db1b8c40
Patrick Kaase,"5' 9""",185 lbs.,,,,http://ufcstats.com/fighter-details/b180f05acb24d430
Emily Kagan,"5' 3""",115 lbs.,,,"Jul 14, 1981",http://ufcstats.com/fighter-details/c1ea9d56cd953586
Sirwan Kakai,"5' 5""",135 lbs.,,Orthodox,"Oct 03, 1989",http://ufcstats.com/fighter-details/2525a853486ee670
Geza Kalman,"6' 1""",200 lbs.,,,,http://ufcstats.com/fighter-details/304fcd812f12c589
Bryson Kamaka,"5' 11""",170 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/9336e86cfd4ceaa1
Hiromitsu Kanehara,"5' 10""",200 lbs.,,Orthodox,"Oct 05, 1970",http://ufcstats.com/fighter-details/eda579d906cf0ca2
Ken Kaneko,"6' 0""",161 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/5345f86680378fc1
David Kaplan,"5' 7""",155 lbs.,,Orthodox,"Nov 16, 1979",http://ufcstats.com/fighter-details/5669b828e7e11329
Georgi Karakhanyan,"5' 8""",145 lbs.,,,"May 29, 1985",http://ufcstats.com/fighter-details/43292ecf0e72c143
Yusuke Kasuya,"5' 7""",155 lbs.,,Southpaw,"Nov 16, 1989",http://ufcstats.com/fighter-details/3058888c33149a53
Tetsuji Kato,,155 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/542db012217ecb83
Hisaki Kato,"6' 0""",185 lbs.,,,"Sep 17, 1982",http://ufcstats.com/fighter-details/ebf1c247b2cba375
Yusuke Kawaguchi,"6' 0""",255 lbs.,,,"Aug 14, 1980",http://ufcstats.com/fighter-details/fa2320781bfe4f49
Ryo Kawamura,"5' 11""",205 lbs.,,Orthodox,"Jun 29, 1981",http://ufcstats.com/fighter-details/9e91d7fd2720e241
Doug Kay,,,,,,http://ufcstats.com/fighter-details/547c5611bd366988
Julie Kedzie,"5' 5""",135 lbs.,,Orthodox,"Mar 18, 1981",http://ufcstats.com/fighter-details/981ab7a0576f76a0
Ryan Keenan,"5' 10""",170 lbs.,,,"Jun 15, 1985",http://ufcstats.com/fighter-details/a72b20136239ba39
CJ Keith,"6' 0""",155 lbs.,,Orthodox,"Aug 09, 1986",http://ufcstats.com/fighter-details/c0eecd851dbf3146
Mayana Kellem,"5' 5""",135 lbs.,,Orthodox,"Jul 07, 1981",http://ufcstats.com/fighter-details/c788481ae19e798d
John Kelly,"5' 9""",170 lbs.,,,"Aug 02, 1978",http://ufcstats.com/fighter-details/ace83095105dd205
Steve Kennedy,"5' 11""",170 lbs.,,Orthodox,"Mar 07, 1983",http://ufcstats.com/fighter-details/185fb0200a4605e6
Waylon Kennell,"6' 0""",185 lbs.,,,,http://ufcstats.com/fighter-details/9b8a73b59be8d786
Aurelijus Kerpe,,,,Orthodox,,http://ufcstats.com/fighter-details/c1e4ae143cce7398
Mark Kerr,"6' 3""",266 lbs.,,Switch,"Dec 21, 1968",http://ufcstats.com/fighter-details/a7b48e18ca27795d
Ron Keslar,,185 lbs.,,,,http://ufcstats.com/fighter-details/b84f34b425dfd24b
Adam Khaliev,"6' 0""",170 lbs.,,Orthodox,"Apr 16, 1984",http://ufcstats.com/fighter-details/1aba18b5f15d4956
Sergei Kharitonov,"6' 0""",245 lbs.,,Orthodox,"Aug 18, 1980",http://ufcstats.com/fighter-details/0693b2eab79198ea
Akira Kikuchi,"5' 8""",155 lbs.,,Orthodox,"Jul 23, 1978",http://ufcstats.com/fighter-details/9c37681096c6f3a9
Sanae Kikuta,"5' 9""",200 lbs.,,Orthodox,"Sep 10, 1971",http://ufcstats.com/fighter-details/e4bde462b043d3e1
Jin Oh Kim,"5' 9""",205 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/8d04923f2db59b7f
Dae Won Kim,"5' 11""",180 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/354808cf38d9d73c
Jong Wang Kim,"6' 1""",240 lbs.,,,,http://ufcstats.com/fighter-details/380e8b023290d091
Jong Won Kim,"5' 7""",139 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/9e0f28d1f639ad73
Min Soo Kim,"6' 1""",255 lbs.,,Southpaw,"Jan 22, 1975",http://ufcstats.com/fighter-details/831b937811804dad
Jong Man Kim,"5' 7""",139 lbs.,,Orthodox,"Mar 03, 1978",http://ufcstats.com/fighter-details/dba230fe33011201
So Yul Kim,,115 lbs.,,,"May 25, 1997",http://ufcstats.com/fighter-details/864c07a7ff90caae
Taiei Kin,"5' 11""",185 lbs.,,Orthodox,"Jul 08, 1970",http://ufcstats.com/fighter-details/c7ac79839e86ce33
Mike King,"6' 3""",185 lbs.,,,"Aug 04, 1983",http://ufcstats.com/fighter-details/564c2f5f9eb45d67
Yurij Kiseliov,"5' 8""",185 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/51d2aaaca56e5b40
Koji Kitao,"6' 7""",350 lbs.,,Southpaw,"Oct 12, 1963",http://ufcstats.com/fighter-details/2a6f8136da1e52c0
Satoru Kitaoka,"5' 6""",154 lbs.,,,"Feb 04, 1980",http://ufcstats.com/fighter-details/e2ac5bb645f33088
Seth Kleinbeck,"6' 2""",185 lbs.,,,"Jul 25, 1973",http://ufcstats.com/fighter-details/8ad022dd81224f61
Stefan Klever,,185 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/bc3876891e155bb5
Felix Klinkhammer,"6' 0""",170 lbs.,,,,http://ufcstats.com/fighter-details/8276f28f1ad087de
Michael Knaap,"6' 2""",220 lbs.,,Orthodox,"Feb 27, 1984",http://ufcstats.com/fighter-details/02f0e04acf102ea9
Kevin Knabjian,"5' 10""",170 lbs.,,Orthodox,"Jul 05, 1984",http://ufcstats.com/fighter-details/1fac46d466abd5b8
Isao Kobayashi,"5' 8""",145 lbs.,,,"Oct 28, 1988",http://ufcstats.com/fighter-details/a02652d063ef5baa
Kelly Kobold,"5' 6""",135 lbs.,,Orthodox,"Feb 25, 1983",http://ufcstats.com/fighter-details/c398235fcaf8d71d
Sokun Koh,"6' 1""",205 lbs.,,,,http://ufcstats.com/fighter-details/6d8ef8706781c49e
Shingo Kohara,"5' 6""",135 lbs.,,,,http://ufcstats.com/fighter-details/44c233770075cea1
Brad Kohler,"5' 9""",220 lbs.,,Orthodox,"May 26, 1964",http://ufcstats.com/fighter-details/13c4313ed0f744f3
Charlie Kohler,"5' 9""",155 lbs.,,Orthodox,"Jul 16, 1976",http://ufcstats.com/fighter-details/5717efc6f271cd52
Tsuyoshi Kohsaka,"5' 11""",225 lbs.,,Orthodox,"Mar 06, 1970",http://ufcstats.com/fighter-details/b76ed59283d3559c
John Kolosci,"5' 11""",185 lbs.,,Orthodox,"Nov 26, 1974",http://ufcstats.com/fighter-details/5f6038bcdb95e3e4
Yuki Kondo,"5' 11""",183 lbs.,,Southpaw,"Jul 17, 1975",http://ufcstats.com/fighter-details/1fe7adb23b3eedfb
Andrei Kopylov,"6' 2""",265 lbs.,,Orthodox,"Jul 16, 1965",http://ufcstats.com/fighter-details/dd39f1ca787a3d9d
Bruno Korea,"5' 6""",135 lbs.,"65""",,"Jun 28, 1991",http://ufcstats.com/fighter-details/6c011be66326ad97
Andrey Koreshkov,"6' 0""",170 lbs.,,,"Aug 23, 1990",http://ufcstats.com/fighter-details/aee885b8ca29ab4f
Ilya Kotau,,170 lbs.,,,,http://ufcstats.com/fighter-details/a68d57ae177a5815
Iouri Kotchkine,"6' 2""",235 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/c6becb722706c7d8
Matt Kovacs,"6' 0""",244 lbs.,,Orthodox,,http://ufcstats.com/fighter-details/8fbcd82bf7f352bf
Marcus Kowal,,135 lbs.,,,,http://ufcstats.com/fighter-details/ad0e42800a0d8977
Steve Kozola,,155 lbs.,,,,http://ufcstats.com/fighter-details/fc36e2352dccf2a4
